134,2008-02-06 08:58:27,116.4903,40.1278
134,2008-02-06 08:58:39,116.49031,40.12758
134,2008-02-06 09:03:29,116.48894,40.1073
134,2008-02-06 09:03:41,116.48858,40.10524
134,2008-02-06 09:08:30,116.45048,40.08156
134,2008-02-06 09:08:43,116.44924,40.08151
134,2008-02-06 09:13:32,116.41882,40.06959
134,2008-02-06 09:13:44,116.41649,40.06964
134,2008-02-06 09:18:46,116.4186,40.06296
134,2008-02-06 09:23:35,116.42482,40.07284
134,2008-02-06 09:23:48,116.42261,40.07282
134,2008-02-06 09:28:37,116.42538,40.07275
134,2008-02-06 09:28:49,116.42652,40.07267
134,2008-02-06 09:33:39,116.43303,40.06708
134,2008-02-06 09:33:51,116.43301,40.06706
134,2008-02-06 09:38:40,116.42495,40.06827
134,2008-02-06 09:38:53,116.42465,40.06831
134,2008-02-06 09:43:54,116.42888,40.06745
134,2008-02-06 09:48:43,116.43055,40.0697
134,2008-02-06 09:48:56,116.43067,40.07034
134,2008-02-06 09:53:45,116.41528,40.07282
134,2008-02-06 09:53:58,116.41506,40.07354
134,2008-02-06 09:58:47,116.41512,40.0747
134,2008-02-06 10:03:48,116.42513,40.06942
134,2008-02-06 10:08:50,116.40895,40.07279
134,2008-02-06 10:09:02,116.41043,40.07275
134,2008-02-06 10:14:04,116.40755,40.05303
134,2008-02-06 10:18:53,116.41118,40.01722
134,2008-02-06 10:19:06,116.41058,40.01457
134,2008-02-06 10:23:55,116.41738,39.99382
134,2008-02-06 10:24:07,116.41761,39.99336
134,2008-02-06 10:28:57,116.40131,39.99397
134,2008-02-06 10:29:09,116.40141,39.9951
134,2008-02-06 10:33:58,116.40641,39.99868
134,2008-02-06 10:34:11,116.40647,39.99824
134,2008-02-06 10:39:00,116.4103,39.99389
134,2008-02-06 10:39:12,116.40919,39.9938
134,2008-02-06 10:44:02,116.40759,39.98956
134,2008-02-06 10:44:14,116.40764,39.98954
134,2008-02-06 10:49:03,116.37138,39.98628
134,2008-02-06 10:54:05,116.34725,39.96436
134,2008-02-06 10:54:17,116.34715,39.96219
134,2008-02-06 10:59:07,116.3501,39.92225
134,2008-02-06 10:59:19,116.35213,39.9224
134,2008-02-06 11:04:21,116.35873,39.92213
134,2008-02-06 11:09:10,116.34725,39.92717
134,2008-02-06 11:09:22,116.34727,39.92796
134,2008-02-06 11:14:24,116.34916,39.95621
134,2008-02-06 11:19:13,116.33491,39.96091
134,2008-02-06 11:19:26,116.33493,39.96088
134,2008-02-06 11:24:15,116.33291,39.96062
134,2008-02-06 11:24:27,116.33293,39.96064
134,2008-02-06 11:34:18,116.344,39.96611
134,2008-02-06 11:34:31,116.34427,39.96615
134,2008-02-06 11:39:20,116.35727,39.95107
134,2008-02-06 11:39:32,116.35813,39.95112
134,2008-02-06 12:12:00,116.34665,39.89802
134,2008-02-06 12:16:05,116.34825,39.91257
134,2008-02-06 12:17:01,116.35,39.91251
134,2008-02-06 12:21:07,116.35021,39.92235
134,2008-02-06 12:26:08,116.3497,39.93995
134,2008-02-06 12:27:05,116.35537,39.94392
134,2008-02-06 12:31:10,116.40207,39.94724
134,2008-02-06 12:32:06,116.40206,39.94919
134,2008-02-06 12:36:11,116.40158,39.96257
134,2008-02-06 12:41:13,116.43563,39.9848
134,2008-02-06 12:42:09,116.44373,39.99723
134,2008-02-06 12:46:15,116.47276,40.03819
134,2008-02-06 12:47:11,116.47651,40.05166
134,2008-02-06 12:51:16,116.47962,40.09327
134,2008-02-06 12:52:13,116.48624,40.09694
134,2008-02-06 12:55:38,116.49034,40.12758
134,2008-02-06 12:57:19,116.49035,40.12756
134,2008-02-06 15:23:14,116.49031,40.12774
